,web-scraper-order,web-scraper-start-url,Books,Books-href,Author,Abstract,category,views
54,1637239057-883,"https://www.bookrix.com/books;true-crime,id:51.html",THE SUICIDES IN THE RUE DES VENTS,https://www.bookrix.com/_ebook-leonard-merrick-the-suicides-in-the-rue-des-vents/,LEONARD  MERRICK,"Leonard Merrick (21 February 1864[1] – 7 August 1939) was an English novelist. Although largely forgotten today, he was widely admired by his peers, J. M. Barrie called Merrick the ""novelist's novelist.""He was born as Leonard Miller in Belsize Park, London of Jewish parentage. After schooling at Brighton College, he studied to be a solicitor in Brighton and studied law at Heidelberg, but he was forced to travel to South Africa at the age of eighteen after his father suffered a serious financial loss",True Crime,3
55,1637239176-894,"https://www.bookrix.com/books;true-crime,id:51.html",The Human Face of Marine Piracy Consequences and Policy Options,https://www.bookrix.com/_ebook-mr-naeem-sarfraz-the-human-face-of-marine-piracy-consequences-and-policy-options/,Mr. Naeem Sarfraz,"The Humanitarian Challenge of Piracy.The conference was planned and conducted as an output-oriented initiative intended to “develop credible counter-piracy policy options”. As the title indicated, the focus was not so much on the military, naval and enforcement aspect of marine piracy as on the human and socio-economic impacts; and identification of actions that stakeholders can take cooperatively to prevent, mitigate, prepare for, respond to and recover from, marine piracy incidents",True Crime,6
56,1637239073-886,"https://www.bookrix.com/books;true-crime,id:51.html",Bad Hugh,https://www.bookrix.com/_ebook-mary-jane-holmes-bad-hugh-2/,Mary Jane  Holmes,"A Large,  Old-Fashioned,  Weird-Looking Wooden Building,  With Strangely

Shaped Bay Windows And Stranger Gables Projecting Here And There From

The Slanting Roof,  Where The Green Moss Clung In Patches To The Moldy

Shingles,  Or Formed A Groundwork For The Nests The Swallows Built Year

After Year Beneath The Decaying Eaves.",True Crime,3
57,1637239458-915,"https://www.bookrix.com/books;true-crime,id:51.html",Bizzy,https://www.bookrix.com/_ebook-terrex-corbin-bizzy/,Terrex Corbin,Bizzy has always been on the run from his past and now that it's catching up to him who will be the hero that saves him from the people that want him captured or dead.,True Crime,695
58,1637239357-907,"https://www.bookrix.com/books;true-crime,id:51.html",Followed By Fate,https://www.bookrix.com/_ebook-aruha-aref-followed-by-fate/,Aruha Aref,"From a small village, the intelligence takes a beautiful woman to London where she hears of a treasure and turns into a monster.  
 
The story of Ayushmati tells how a smart mind destroys a person when it enjoins with the hunger for money.",True Crime,423
59,1637238973-875,"https://www.bookrix.com/books;true-crime,id:51.html",The Chase Of Saint-Castin And Other Stories Of The French In The   New World (Fiscle Part-9),https://www.bookrix.com/_ebook-mary-hartwell-catherwood-the-chase-of-saint-castin-and-other-stories-of-the-french-in-the-new-world-1/,Mary Hartwell  Catherwood,"The Waiting April Woods, Sensitive In Every Leafless Twig To Spring,

Stood In Silence And Dim Nightfall Around A Lodge. Wherever A Human

Dwelling Is Set In The   Wilderness, It Becomes, By The   Very Humility Of

Its Proportions, A Prominent And Aggressive Point. But This Lodge

Of Bark And Poles Was The   Color Of   The   Woods, And Nearly Escaped

Intruding As Man's Work. A Glow Lighted The   Top, Revealing The   Faint

Azure Of   Smoke Which Rose Straight Upward In The   Cool, Clear Air.",True Crime,2
60,1637239035-881,"https://www.bookrix.com/books;true-crime,id:51.html",Robin Hood (Fiscle Part-X),https://www.bookrix.com/_ebook-paul-creswick-robin-hood-fiscle-part-x/,Paul  Creswick,"""Well, Robin, On What Folly Do You Employ Yourself? Do You Cut Sticks

For Our Fire O' Mornings?"" Thus Spoke Master Hugh Fitzooth, King's

Ranger Of     The     Forest At Locksley, As He Entered His House.",True Crime,3
61,1637239642-926,"https://www.bookrix.com/books;true-crime,id:51.html",The Flash,https://www.bookrix.com/_ebook-steve-kennedy-the-flash/,Steve Kennedy,"Criminal scientist Barry Allen is struck by lightning while working with chemicals in his labaratory on the top floor of the Central City Police station. Barry discovers that after the strike he adapts a super human genetic and realizes his calling...the fastest man alive. Using his new powers Barry takes justice into his own hands not as a memeber of the CCPD, but as a symbol...The Flash. A story of a hero taking on his scurge of the underworld crime and corruption that fall into  the citys own judicial system. All will be too easy until The Flash meets the true reason of corruption and is faced to fight an unstoppable force...The Weather Wizard. A man with a device to control the weather. First created to embrace life, but will fall into the very hands of evil. The only man to stop this chaos is the man faster than lightning.",True Crime,1939
62,1637239065-884,"https://www.bookrix.com/books;true-crime,id:51.html",Destiny?!?!,https://www.bookrix.com/_ebook-billy-t-k-marson-destiny/,Billy T.K. Marson,"Destiny = Schicksal //



destiny

    Schicksal {n}

    Bestimmung {f} [Schicksal]

    Vorsehung {f}

    Geschick {n} [Schicksal]

    Los {n}



Schicksal..



Hello, my name is future, destiny is waiting...



...



Future is nothing,

Destiny is alive..



i am the punishment of the human greed...",True Crime,3
63,1637239590-923,"https://www.bookrix.com/books;true-crime,id:51.html",Criminals,https://www.bookrix.com/_ebook-by-atlas-criminals/,By Atlas,"5 Dumb Criminals
Chapters
-Deaf Robber 
-Call Me
-Not Even Worth It
-Never Could Keep a Secret 
-Low Quality Cocaine
Just some short story's about criminals who lack intelligence
4 Days Researching
2 Hours Typing",True Crime,1304
64,1637239297-902,"https://www.bookrix.com/books;true-crime,id:51.html",Graphic Amicus,https://www.bookrix.com/_ebook-alviec-graphic-amicus/,AlvieC,A graphic version of the Amicus Curiae,True Crime,343
65,1637239658-928,"https://www.bookrix.com/books;true-crime,id:51.html",What I be on,https://www.bookrix.com/_ebook-jp-what-i-be-on/,JP,"Emerald is a 25 year old woman who has it all.  A succesful husband, a beautiful home in Newark, and a  credit card that never expires. one day she catches her man cheating and kills him and soon, her luxurious life is threatened so she decides to get in that drug buisness and her moto is ""Money first, pleasure later"" but will pleasure come first? Find out in this first series ""What I be on""",True Crime,2751
66,1637238962-874,"https://www.bookrix.com/books;true-crime,id:51.html",Polly Oliver'S Problem (fiscle part-9),https://www.bookrix.com/_ebook-kate-douglas-smith-wiggin-polly-oliver-039-s-problem-fiscle-part-9/,Kate Douglas  Smith Wiggin,"""I Have Determined only One Thing definitely,"" Said Polly Oliver; ""And

That Is, The   Boarders Must Go.  Oh, How Charming that Sounds!  I 'Ve

Been Thinking it Ever Since I Was Old Enough To Think, But I Never Cast

It In such An Attractive, Decisive Form Before.  'The Boarders Must

Go!'  To A California Girl It Is Every Bit As Inspiring as 'The Chinese

Must Go.'  If I Were N'T Obliged to Set The   Boarders' Table, I 'D Work

The Motto On A Banner This Very Minute, And March Up And Down The   Plaza

With It, Followed by A Crowd Of   Small Boys With Toy Drums.""",True Crime,2
67,1637239132-890,"https://www.bookrix.com/books;true-crime,id:51.html",The Guns Of Shiloh(Fiscle Part 3),https://www.bookrix.com/_ebook-joseph-a-altsheler-the-guns-of-shiloh-fiscle-part-3/,Joseph A.  Altsheler,"Dick Mason,  Caught In The Press Of A Beaten Army,  Fell Back Slowly With

His Comrades Toward A Ford Of Bull Run.  The First Great Battle Of

The Civil War Had Been Fought And Lost.  Lost,  After It Had Been Won!

Young As He Was Dick Knew That Fortune Had Been With The North Until The

Very Closing Hour.",True Crime,3
68,1637239281-901,"https://www.bookrix.com/books;true-crime,id:51.html",The Girl Who Got Killed By Lighting,https://www.bookrix.com/_ebook-anime-lover-the-girl-who-got-killed-by-lighting/,ANIME LOVER,Emily suddenly disappeared will her friends find her before it's too late or is it too late. Will they survive or die with Emily?The mystery never ends,True Crime,338
69,1637239533-919,"https://www.bookrix.com/books;true-crime,id:51.html",Grimshaw Mysteries,https://www.bookrix.com/_ebook-kyler-james-grimshaw-mysteries-1/,Kyler  James,"Rick grimshaw is an old school detective in a new world of technology and crime.



In the newage Metropolis of Haven, the USB stick is mightier than the revolver.



But Haven is not without crime. Blood runs red against both the dull whitewashed streets of the slums, and the neon filled streets of the thriving colonies alike.

Rick continues to battle the evils of New Haven, and the demons within.",True Crime,1063
70,1637239009-878,"https://www.bookrix.com/books;true-crime,id:51.html",The History Of A Crime (fiscle Part-IV),https://www.bookrix.com/_ebook-victor-hugo-the-history-of-a-crime-fiscle-part-iv/,Victor  Hugo,"Victor Hugo's documentary historical novel History of a Crime is an impassioned recording of the December 1852 coup d'etat that brought the usurper he called ""Napoleon le petit"" to power, and sent Hugo into an eighteen year exile. The work was written in the few months following Hugo's flight, but only published in 1877, when Hugo feared a similar takeover by Marechal Mac-Mahon, who had threatened the dissolution of the republican-dominated Chambre des deputes. Louis-Napoleon Bonaparte (1808-1873) was elected President (December 20, 1848- December 2, 1852) of the Second Republic of France and subsequently accepted the title of the Emperor (December 2, 1852- September 4, 1870), reigning as Napoleon III.",True Crime,2
0,1637655188-2034,"https://www.bookrix.com/books;thriller,id:59.html",The secret of the House on Dead-End Lane,https://www.bookrix.com/_ebook-lazarus-the-secret-of-the-house-on-dead-end-lane/,LAZARUS,"Three children haunt an old Victorian house, and how a young woman and her blind friend try to solve the mystery.",Thriller,32056
1,1637655146-2020,"https://www.bookrix.com/books;thriller,id:59.html",Ionshaker (Part I),https://www.bookrix.com/_ebook-felix-timothy-ionshaker-part-i/,Felix Timothy,"When a cutting edge nuclear software device called Ionshaker is stolen from a secret government facility by a dangerous terrorist group called Al Fakir and people with information on Ionshaker start dying, two men framed for the murders become fugitives but the president has no choice but to secretly send the two to trace, steal Ionshaker back and expose the culprits. Its urgent, its dangerous, its mission impossible.





""Ionshaker part I is only the first part of the book Ionshaker. The complete book is available on Amazon for only 0.99c.""",Thriller,3961
2,1637655091-2002,"https://www.bookrix.com/books;thriller,id:59.html",Hidden eyes,https://www.bookrix.com/_ebook-jess-m-e-d-hidden-eyes/,Jess M.E.D,"This story is about a girl she was lost and so confuse about life this story will break your heart; it will make you sick to your stomach, and make you think does it really happen to people just not to girls but to boys too…. But you don’t know between right or wrong. All you think the wrong is right and the right is wrong…. She See everything Right.",Thriller,1561
3,1637655155-2023,"https://www.bookrix.com/books;thriller,id:59.html",My Sister's Murder,https://www.bookrix.com/_ebook-melissa-willingham-my-sister-039-s-murder/,Melissa  Willingham,"This tale told in diary format involves two lovely, young sisters who have a mental connection to one another. When one of them is killed, she uses telepathy to make contact from beyond the grave. This helps the other sister to solve her murder and to avoid a similar fate.",Thriller,4423
4,1637655094-2003,"https://www.bookrix.com/books;thriller,id:59.html",The Raven Affair,https://www.bookrix.com/_ebook-steven-nedelton-the-raven-affair/,Steven Nedelton,"Official Apex Reviews Rating:

Five Stars

Reviewed By Renee Washburn



""Taut, engaging, and supremely well written, The Raven Affair is a superb instant classic. With more than its fair share of break-neck action and mind-numbing suspense, author Steven Nedelton's compelling thriller is a  fast-paced page turner, the literary equivalent of such silver screen jewels as the Bourne series. 

The Raven Affair is a bona fide literary thrill ride guaranteed not to disappoint.

Highly recommended.""",Thriller,1590
